"region","scenario","fuel","year","Elec_Generation"
"Taiwan","Reference_CI_MIROC","oil","2060",0.01916856
"Taiwan","Reference_CI_MIROC","oil","2065",0.02454946
"Taiwan","Reference_CI_MIROC","oil","2070",0.0207296
"Taiwan","Reference_CI_MIROC","oil","2075",0.018517309
"Taiwan","Reference_CI_MIROC","oil","2080",0.017438381
"Taiwan","Reference_CI_MIROC","oil","2085",0.015061077
"Taiwan","Reference_CI_MIROC","oil","2090",0.014277153
"Taiwan","Reference_CI_MIROC","oil","2095",0.014505146
"Taiwan","Reference_CI_MIROC","oil","2100",0.013031213
"Taiwan","Reference_CI_MIROC","solar","1990",0
"Taiwan","Reference_CI_MIROC","solar","2005",3.60048e-06
"Taiwan","Reference_CI_MIROC","solar","2010",8.28002e-05
"Taiwan","Reference_CI_MIROC","solar","2015",0.00315329
"Taiwan","Reference_CI_MIROC","solar","2020",0.01113474241
"Taiwan","Reference_CI_MIROC","solar","2025",0.02223214948
"Taiwan","Reference_CI_MIROC","solar","2030",0.03925855279
"Taiwan","Reference_CI_MIROC","solar","2035",0.06937843739
"Taiwan","Reference_CI_MIROC","solar","2040",0.10934293299
"Taiwan","Reference_CI_MIROC","solar","2045",0.15412680819
"Taiwan","Reference_CI_MIROC","solar","2050",0.19848943398
"Taiwan","Reference_CI_MIROC","solar","2055",0.24526986291
"Taiwan","Reference_CI_MIROC","solar","2060",0.3018819276
"Taiwan","Reference_CI_MIROC","solar","2065",0.410023751
"Taiwan","Reference_CI_MIROC","solar","2070",0.5003306804
"Taiwan","Reference_CI_MIROC","solar","2075",0.5877644942
"Taiwan","Reference_CI_MIROC","solar","2080",0.681000703
"Taiwan","Reference_CI_MIROC","solar","2085",0.760089297
"Taiwan","Reference_CI_MIROC","solar","2090",0.839701419
"Taiwan","Reference_CI_MIROC","solar","2095",0.883809376
"Taiwan","Reference_CI_MIROC","solar","2100",0.923922274
"Taiwan","Reference_CI_MIROC","wind","1990",0
"Taiwan","Reference_CI_MIROC","wind","2005",0.000327643
"Taiwan","Reference_CI_MIROC","wind","2010",0.00351361
"Taiwan","Reference_CI_MIROC","wind","2015",0.00548945
"Taiwan","Reference_CI_MIROC","wind","2020",0.019840667
"Taiwan","Reference_CI_MIROC","wind","2025",0.0330944558
"Taiwan","Reference_CI_MIROC","wind","2030",0.0470305655
"Taiwan","Reference_CI_MIROC","wind","2035",0.0661816355
"Taiwan","Reference_CI_MIROC","wind","2040",0.0893698985
"Taiwan","Reference_CI_MIROC","wind","2045",0.1137666742
"Taiwan","Reference_CI_MIROC","wind","2050",0.1364790155
"Taiwan","Reference_CI_MIROC","wind","2055",0.1667844607
"Taiwan","Reference_CI_MIROC","wind","2060",0.20799255
"Taiwan","Reference_CI_MIROC","wind","2065",0.28345192
"Taiwan","Reference_CI_MIROC","wind","2070",0.340545927
"Taiwan","Reference_CI_MIROC","wind","2075",0.387342895
"Taiwan","Reference_CI_MIROC","wind","2080",0.427899972
"Taiwan","Reference_CI_MIROC","wind","2085",0.451155361
"Taiwan","Reference_CI_MIROC","wind","2090",0.45390958
"Taiwan","Reference_CI_MIROC","wind","2095",0.4651614
"Taiwan","Reference_CI_MIROC","wind","2100",0.47662309
"China","Reference_CI_NorESM","biomass","1990",1.44587e-06
"China","Reference_CI_NorESM","biomass","2005",0.01872
"China","Reference_CI_NorESM","biomass","2010",0.121906
"China","Reference_CI_NorESM","biomass","2015",0.229424
"China","Reference_CI_NorESM","biomass","2020",0.213497
"China","Reference_CI_NorESM","biomass","2025",0.2530912
"China","Reference_CI_NorESM","biomass","2030",0.29258908
"China","Reference_CI_NorESM","biomass","2035",0.36598512
"China","Reference_CI_NorESM","biomass","2040",0.4013709
"China","Reference_CI_NorESM","biomass","2045",0.3921088
"China","Reference_CI_NorESM","biomass","2050",0.3785422
"China","Reference_CI_NorESM","biomass","2055",0.3928069
"China","Reference_CI_NorESM","biomass","2060",0.4384105
"China","Reference_CI_NorESM","biomass","2065",0.5200871
"China","Reference_CI_NorESM","biomass","2070",0.6165876
"China","Reference_CI_NorESM","biomass","2075",0.7345251
"China","Reference_CI_NorESM","biomass","2080",0.8396415
"China","Reference_CI_NorESM","biomass","2085",0.9868304
"China","Reference_CI_NorESM","biomass","2090",1.1489923
"China","Reference_CI_NorESM","biomass","2095",1.34455342
"China","Reference_CI_NorESM","biomass","2100",1.60708379
"China","Reference_CI_NorESM","coal","1990",1.69114
"China","Reference_CI_NorESM","coal","2005",7.22629
"China","Reference_CI_NorESM","coal","2010",11.7486
"China","Reference_CI_NorESM","coal","2015",14.8819
"China","Reference_CI_NorESM","coal","2020",17.5254
"China","Reference_CI_NorESM","coal","2025",19.49067134
"China","Reference_CI_NorESM","coal","2030",20.9112937
"China","Reference_CI_NorESM","coal","2035",21.3786563
"China","Reference_CI_NorESM","coal","2040",20.8652118
"China","Reference_CI_NorESM","coal","2045",19.689353
"China","Reference_CI_NorESM","coal","2050",17.78944
"China","Reference_CI_NorESM","coal","2055",15.539684
"China","Reference_CI_NorESM","coal","2060",13.239381
"China","Reference_CI_NorESM","coal","2065",11.152165
"China","Reference_CI_NorESM","coal","2070",9.21681
"China","Reference_CI_NorESM","coal","2075",7.60481
"China","Reference_CI_NorESM","coal","2080",6.12388
"China","Reference_CI_NorESM","coal","2085",5.151197
"China","Reference_CI_NorESM","coal","2090",4.582185
"China","Reference_CI_NorESM","coal","2095",4.387176
"China","Reference_CI_NorESM","coal","2100",4.4578725
"China","Reference_CI_NorESM","gas","1990",0.00997559
"China","Reference_CI_NorESM","gas","2005",0.0843043
"China","Reference_CI_NorESM","gas","2010",0.3329
"China","Reference_CI_NorESM","gas","2015",0.569525
"China","Reference_CI_NorESM","gas","2020",0.587955
"China","Reference_CI_NorESM","gas","2025",0.6523286
"China","Reference_CI_NorESM","gas","2030",0.7341875
"China","Reference_CI_NorESM","gas","2035",0.7887023
"China","Reference_CI_NorESM","gas","2040",0.820495
"China","Reference_CI_NorESM","gas","2045",0.906225
"China","Reference_CI_NorESM","gas","2050",0.976781
"China","Reference_CI_NorESM","gas","2055",1.066057
"China","Reference_CI_NorESM","gas","2060",1.1408494
"China","Reference_CI_NorESM","gas","2065",1.1304694
"China","Reference_CI_NorESM","gas","2070",1.1436119
"China","Reference_CI_NorESM","gas","2075",1.1492426
"China","Reference_CI_NorESM","gas","2080",1.1434268
"China","Reference_CI_NorESM","gas","2085",1.14788643
"China","Reference_CI_NorESM","gas","2090",1.13212267
"China","Reference_CI_NorESM","gas","2095",1.12366385
"China","Reference_CI_NorESM","gas","2100",1.1460369
"China","Reference_CI_NorESM","geothermal","1990",0.0002052
"China","Reference_CI_NorESM","geothermal","2005",0.000413999
"China","Reference_CI_NorESM","geothermal","2010",0.000449999
"China","Reference_CI_NorESM","geothermal","2015",0.000449999
"China","Reference_CI_NorESM","geothermal","2020",0.0661592
"China","Reference_CI_NorESM","geothermal","2025",0.113018
"China","Reference_CI_NorESM","geothermal","2030",0.113028
"China","Reference_CI_NorESM","geothermal","2035",0.113006
"China","Reference_CI_NorESM","geothermal","2040",0.112968
"China","Reference_CI_NorESM","geothermal","2045",0.11296
"China","Reference_CI_NorESM","geothermal","2050",0.112921
"China","Reference_CI_NorESM","geothermal","2055",0.112912
"China","Reference_CI_NorESM","geothermal","2060",0.112902
"China","Reference_CI_NorESM","geothermal","2065",0.112897
"China","Reference_CI_NorESM","geothermal","2070",0.112894
"China","Reference_CI_NorESM","geothermal","2075",0.112896
"China","Reference_CI_NorESM","geothermal","2080",0.112912
"China","Reference_CI_NorESM","geothermal","2085",0.112908
"China","Reference_CI_NorESM","geothermal","2090",0.112918
"China","Reference_CI_NorESM","geothermal","2095",0.112922
"China","Reference_CI_NorESM","geothermal","2100",0.112905
"China","Reference_CI_NorESM","hydro","1990",0.456446
"China","Reference_CI_NorESM","hydro","2005",1.42964
"China","Reference_CI_NorESM","hydro","2010",2.56154
"China","Reference_CI_NorESM","hydro","2015",4.01311
"China","Reference_CI_NorESM","hydro","2020",2.75473
"China","Reference_CI_NorESM","hydro","2025",2.83319
"China","Reference_CI_NorESM","hydro","2030",2.91598
"China","Reference_CI_NorESM","hydro","2035",3.0018
"China","Reference_CI_NorESM","hydro","2040",3.14495
"China","Reference_CI_NorESM","hydro","2045",3.28331
"China","Reference_CI_NorESM","hydro","2050",3.42174
"China","Reference_CI_NorESM","hydro","2055",3.56064
"China","Reference_CI_NorESM","hydro","2060",3.69818
"China","Reference_CI_NorESM","hydro","2065",3.83306
"China","Reference_CI_NorESM","hydro","2070",3.96679
"China","Reference_CI_NorESM","hydro","2075",4.09892
"China","Reference_CI_NorESM","hydro","2080",4.22871
"China","Reference_CI_NorESM","hydro","2085",4.35513
"China","Reference_CI_NorESM","hydro","2090",4.47763
"China","Reference_CI_NorESM","hydro","2095",4.59678
"China","Reference_CI_NorESM","hydro","2100",4.01308
"China","Reference_CI_NorESM","nuclear","1990",0
"China","Reference_CI_NorESM","nuclear","2005",0.191116
"China","Reference_CI_NorESM","nuclear","2010",0.265967
"China","Reference_CI_NorESM","nuclear","2015",0.614838
"China","Reference_CI_NorESM","nuclear","2020",1.029465
"China","Reference_CI_NorESM","nuclear","2025",1.48297
"China","Reference_CI_NorESM","nuclear","2030",1.998815
"China","Reference_CI_NorESM","nuclear","2035",2.661482
"China","Reference_CI_NorESM","nuclear","2040",3.426271
"China","Reference_CI_NorESM","nuclear","2045",4.487208
"China","Reference_CI_NorESM","nuclear","2050",5.539376
"China","Reference_CI_NorESM","nuclear","2055",6.678985
"China","Reference_CI_NorESM","nuclear","2060",7.780332
"China","Reference_CI_NorESM","nuclear","2065",8.8418102
"China","Reference_CI_NorESM","nuclear","2070",9.8145102
"China","Reference_CI_NorESM","nuclear","2075",10.6832
"China","Reference_CI_NorESM","nuclear","2080",10.9703
"China","Reference_CI_NorESM","nuclear","2085",11.1908
"China","Reference_CI_NorESM","nuclear","2090",11.2332
"China","Reference_CI_NorESM","nuclear","2095",11.0452
"China","Reference_CI_NorESM","nuclear","2100",10.7824
"China","Reference_CI_NorESM","oil","1990",0.183376
"China","Reference_CI_NorESM","oil","2005",0.182675
"China","Reference_CI_NorESM","oil","2010",0.0541114
"China","Reference_CI_NorESM","oil","2015",0.035915
"China","Reference_CI_NorESM","oil","2020",0.02423862
"China","Reference_CI_NorESM","oil","2025",0.02265836
"China","Reference_CI_NorESM","oil","2030",0.02151079
"China","Reference_CI_NorESM","oil","2035",0.02232947
"China","Reference_CI_NorESM","oil","2040",0.02220147
"China","Reference_CI_NorESM","oil","2045",0.02485779
"China","Reference_CI_NorESM","oil","2050",0.02441782
"China","Reference_CI_NorESM","oil","2055",0.02631064
"China","Reference_CI_NorESM","oil","2060",0.02610891
"China","Reference_CI_NorESM","oil","2065",0.02476642
"China","Reference_CI_NorESM","oil","2070",0.023084221
"China","Reference_CI_NorESM","oil","2075",0.021327688
"China","Reference_CI_NorESM","oil","2080",0.019683368
"China","Reference_CI_NorESM","oil","2085",0.018574699
"China","Reference_CI_NorESM","oil","2090",0.016688344
"China","Reference_CI_NorESM","oil","2095",0.0149825263
"China","Reference_CI_NorESM","oil","2100",0.0146911075
"China","Reference_CI_NorESM","solar","1990",7.19999e-06
"China","Reference_CI_NorESM","solar","2005",0.000310299
"China","Reference_CI_NorESM","solar","2010",0.00253188998
"China","Reference_CI_NorESM","solar","2015",0.1613171997
"China","Reference_CI_NorESM","solar","2020",0.392168979
"China","Reference_CI_NorESM","solar","2025",0.93905561
"China","Reference_CI_NorESM","solar","2030",1.991358463
"China","Reference_CI_NorESM","solar","2035",3.474505237
"China","Reference_CI_NorESM","solar","2040",4.902767517
"China","Reference_CI_NorESM","solar","2045",6.225055757
"China","Reference_CI_NorESM","solar","2050",7.133715341
"China","Reference_CI_NorESM","solar","2055",7.789201717
"China","Reference_CI_NorESM","solar","2060",7.93455824
"China","Reference_CI_NorESM","solar","2065",7.69748122
"China","Reference_CI_NorESM","solar","2070",7.5240935
"China","Reference_CI_NorESM","solar","2075",7.3164175
"China","Reference_CI_NorESM","solar","2080",7.2607097
"China","Reference_CI_NorESM","solar","2085",7.1478278
"China","Reference_CI_NorESM","solar","2090",6.948281
"China","Reference_CI_NorESM","solar","2095",6.6626368
"China","Reference_CI_NorESM","solar","2100",6.4964675
"China","Reference_CI_NorESM","wind","1990",7.19999e-06
"China","Reference_CI_NorESM","wind","2005",0.00730148
"China","Reference_CI_NorESM","wind","2010",0.160645
"China","Reference_CI_NorESM","wind","2015",0.668766
"China","Reference_CI_NorESM","wind","2020",1.149845697
"China","Reference_CI_NorESM","wind","2025",1.799303557
"China","Reference_CI_NorESM","wind","2030",2.661803967
"China","Reference_CI_NorESM","wind","2035",3.852368157
"China","Reference_CI_NorESM","wind","2040",5.201946157
"China","Reference_CI_NorESM","wind","2045",6.346498057
"China","Reference_CI_NorESM","wind","2050",7.58282889
"China","Reference_CI_NorESM","wind","2055",8.921151
"China","Reference_CI_NorESM","wind","2060",10.05251059
"China","Reference_CI_NorESM","wind","2065",10.8316784
"China","Reference_CI_NorESM","wind","2070",11.3306015
"China","Reference_CI_NorESM","wind","2075",11.367614
"China","Reference_CI_NorESM","wind","2080",11.2551324
"China","Reference_CI_NorESM","wind","2085",10.9432171
"China","Reference_CI_NorESM","wind","2090",10.5082423
"China","Reference_CI_NorESM","wind","2095",10.0507928
"China","Reference_CI_NorESM","wind","2100",9.8869133
"Global","Reference_CI_NorESM","biomass","1990",0.16814880007
"Global","Reference_CI_NorESM","biomass","2005",0.4629269548
"Global","Reference_CI_NorESM","biomass","2010",0.7935913646
"Global","Reference_CI_NorESM","biomass","2015",1.099098182453
"Global","Reference_CI_NorESM","biomass","2020",1.58356463084
"Global","Reference_CI_NorESM","biomass","2025",2.03435524617
"Global","Reference_CI_NorESM","biomass","2030",2.37787986249
"Global","Reference_CI_NorESM","biomass","2035",2.83438326976
"Global","Reference_CI_NorESM","biomass","2040",3.00936679835
"Global","Reference_CI_NorESM","biomass","2045",2.94767640625
"Global","Reference_CI_NorESM","biomass","2050",2.9689218868
"Global","Reference_CI_NorESM","biomass","2055",3.1826739889
"Global","Reference_CI_NorESM","biomass","2060",3.640050959
"Global","Reference_CI_NorESM","biomass","2065",4.3656487143
"Global","Reference_CI_NorESM","biomass","2070",5.37236651763
"Global","Reference_CI_NorESM","biomass","2075",6.50997077128
"Global","Reference_CI_NorESM","biomass","2080",7.7769943499
"Global","Reference_CI_NorESM","biomass","2085",8.930882107539
"Global","Reference_CI_NorESM","biomass","2090",10.118085955178
"Global","Reference_CI_NorESM","biomass","2095",11.479057342989
"Global","Reference_CI_NorESM","biomass","2100",13.121870584966
"Global","Reference_CI_NorESM","coal","1990",15.71584649
"Global","Reference_CI_NorESM","coal","2005",25.96227051
"Global","Reference_CI_NorESM","coal","2010",30.795455382
"Global","Reference_CI_NorESM","coal","2015",33.983571242
"Global","Reference_CI_NorESM","coal","2020",35.38209824
"Global","Reference_CI_NorESM","coal","2025",40.24688484569
"Global","Reference_CI_NorESM","coal","2030",44.3407270586
"Global","Reference_CI_NorESM","coal","2035",45.7578882206
"Global","Reference_CI_NorESM","coal","2040",46.1364503182
"Global","Reference_CI_NorESM","coal","2045",45.61116087628
"Global","Reference_CI_NorESM","coal","2050",44.04498749415
"Global","Reference_CI_NorESM","coal","2055",41.9560517563
"Global","Reference_CI_NorESM","coal","2060",39.82391021555
"Global","Reference_CI_NorESM","coal","2065",38.49950864167
"Global","Reference_CI_NorESM","coal","2070",37.236127809124
"Global","Reference_CI_NorESM","coal","2075",36.267898361366
"Global","Reference_CI_NorESM","coal","2080",34.561557033189
"Global","Reference_CI_NorESM","coal","2085",32.640711828893
"Global","Reference_CI_NorESM","coal","2090",31.206337238479
"Global","Reference_CI_NorESM","coal","2095",30.160940949393
"Global","Reference_CI_NorESM","coal","2100",29.483724155569
"Global","Reference_CI_NorESM","gas","1990",5.6833092178
"Global","Reference_CI_NorESM","gas","2005",12.56303204
"Global","Reference_CI_NorESM","gas","2010",16.5475990486
"Global","Reference_CI_NorESM","gas","2015",19.262792996
"Global","Reference_CI_NorESM","gas","2020",20.7275350504
"Global","Reference_CI_NorESM","gas","2025",22.5831560608
"Global","Reference_CI_NorESM","gas","2030",25.4322804194
"Global","Reference_CI_NorESM","gas","2035",27.9970141976
"Global","Reference_CI_NorESM","gas","2040",30.5344740475
"Global","Reference_CI_NorESM","gas","2045",33.799118757
"Global","Reference_CI_NorESM","gas","2050",36.997610205
"Global","Reference_CI_NorESM","gas","2055",40.119207894
"Global","Reference_CI_NorESM","gas","2060",42.639138638
"Global","Reference_CI_NorESM","gas","2065",43.358585651
"Global","Reference_CI_NorESM","gas","2070",44.507078043
"Global","Reference_CI_NorESM","gas","2075",45.8469534706
"Global","Reference_CI_NorESM","gas","2080",47.0426597687
"Global","Reference_CI_NorESM","gas","2085",48.2015239155
"Global","Reference_CI_NorESM","gas","2090",49.0875971339
"Global","Reference_CI_NorESM","gas","2095",49.9802607543
"Global","Reference_CI_NorESM","gas","2100",51.32293825569
"Global","Reference_CI_NorESM","geothermal","1990",0.1309273322
"Global","Reference_CI_NorESM","geothermal","2005",0.209594004
"Global","Reference_CI_NorESM","geothermal","2010",0.244979239
"Global","Reference_CI_NorESM","geothermal","2015",0.289762769
"Global","Reference_CI_NorESM","geothermal","2020",1.054933614
"Global","Reference_CI_NorESM","geothermal","2025",1.661532836
"Global","Reference_CI_NorESM","geothermal","2030",2.08467118
"Global","Reference_CI_NorESM","geothermal","2035",2.51083526
"Global","Reference_CI_NorESM","geothermal","2040",2.84982145
"Global","Reference_CI_NorESM","geothermal","2045",3.04057965
"Global","Reference_CI_NorESM","geothermal","2050",3.13440422
"Global","Reference_CI_NorESM","geothermal","2055",3.27513775
"Global","Reference_CI_NorESM","geothermal","2060",3.39269352
"Global","Reference_CI_NorESM","geothermal","2065",3.4493282
"Global","Reference_CI_NorESM","geothermal","2070",3.5111846
"Global","Reference_CI_NorESM","geothermal","2075",3.55103278
"Global","Reference_CI_NorESM","geothermal","2080",3.57813632
"Global","Reference_CI_NorESM","geothermal","2085",3.59371965
