"region","scenario","output","subsector","technology","year","gen"
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_III","2060",0.246073
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2060",0.0239492
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2060",0.0199861
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2060",0.00490031
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2060",0.00104524
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids cogen","2060",0.0015139
"Taiwan","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2060",0.0641507
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP","2060",0.143399
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP_storage","2060",0.438992
"Taiwan","Policy_CI_IPSL","electricity","solar","PV","2060",0.2680486
"Taiwan","Policy_CI_IPSL","electricity","solar","PV_storage","2060",0.0021216878
"Taiwan","Policy_CI_IPSL","electricity","wind","wind","2060",0.200152
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_offshore","2060",0.2547625
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_storage","2060",0.006027795
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2065",0.727045
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2065",0.00696544
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2065",1.47849
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2065",0.0059336
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2065",4.18006
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2065",0.149178
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2065",4.32005
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2065",0.46118
"China","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2065",1.37951
"China","Policy_CI_IPSL","electricity","gas","gas (CC)","2065",0.168442
"China","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2065",0.00771469
"China","Policy_CI_IPSL","electricity","gas","gas cogen","2065",0.000216233
"China","Policy_CI_IPSL","electricity","geothermal","geothermal","2065",0.112851
"China","Policy_CI_IPSL","electricity","hydro","hydro","2065",3.72668
"China","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2065",0.0384001
"China","Policy_CI_IPSL","electricity","nuclear","Gen_III","2065",16.5689
"China","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2065",0.0732898
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2065",0.0256648
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2065",0.00234078
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2065",0.000355146
"China","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2065",5.55732
"China","Policy_CI_IPSL","electricity","solar","CSP","2065",0.0748498
"China","Policy_CI_IPSL","electricity","solar","CSP_storage","2065",2.21886
"China","Policy_CI_IPSL","electricity","solar","PV","2065",7.713721
"China","Policy_CI_IPSL","electricity","solar","PV_storage","2065",0.1561756
"China","Policy_CI_IPSL","electricity","wind","wind","2065",12.51963
"China","Policy_CI_IPSL","electricity","wind","wind_offshore","2065",1.168129
"China","Policy_CI_IPSL","electricity","wind","wind_storage","2065",0.354107
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2065",0.0170125
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2065",0.00134798
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2065",0.0053125
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2065",0.000752344
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2065",0.0477924
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2065",0.0112778
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2065",0.0265661
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2065",0.029031
"Taiwan","Policy_CI_IPSL","electricity","coal","coal cogen","2065",0.00109506
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2065",0.146148
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC)","2065",0.318679
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2065",0.00866973
"Taiwan","Policy_CI_IPSL","electricity","gas","gas cogen","2065",0.000373682
"Taiwan","Policy_CI_IPSL","electricity","geothermal","geothermal","2065",0.00309663
"Taiwan","Policy_CI_IPSL","electricity","hydro","hydro","2065",0.023699
"Taiwan","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2065",0.000363966
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_III","2065",0.255644
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2065",0.0156492
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2065",0.00922861
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2065",0.00302677
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2065",0.000590488
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids cogen","2065",0.00171793
"Taiwan","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2065",0.0767792
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP","2065",0.15797
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP_storage","2065",0.451383
"Taiwan","Policy_CI_IPSL","electricity","solar","PV","2065",0.19565987
"Taiwan","Policy_CI_IPSL","electricity","solar","PV_storage","2065",0.002244787
"Taiwan","Policy_CI_IPSL","electricity","wind","wind","2065",0.1619246
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_offshore","2065",0.2534397
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_storage","2065",0.006146689
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2070",0.756284
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2070",0.00575133
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2070",1.32671
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2070",0.00468671
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2070",4.36697
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2070",0.162337
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2070",4.44326
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2070",0.489632
"China","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2070",1.41513
"China","Policy_CI_IPSL","electricity","gas","gas (CC)","2070",0.146413
"China","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2070",0.005518
"China","Policy_CI_IPSL","electricity","gas","gas cogen","2070",0.000208247
"China","Policy_CI_IPSL","electricity","geothermal","geothermal","2070",0.112922
"China","Policy_CI_IPSL","electricity","hydro","hydro","2070",3.8477
"China","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2070",0.0311593
"China","Policy_CI_IPSL","electricity","nuclear","Gen_III","2070",17.2726
"China","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2070",0.0466396
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2070",0.0186269
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2070",0.00175376
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2070",0.000243232
"China","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2070",5.75406
"China","Policy_CI_IPSL","electricity","solar","CSP","2070",0.0857278
"China","Policy_CI_IPSL","electricity","solar","CSP_storage","2070",2.17895
"China","Policy_CI_IPSL","electricity","solar","PV","2070",6.750261
"China","Policy_CI_IPSL","electricity","solar","PV_storage","2070",0.1629675
"China","Policy_CI_IPSL","electricity","wind","wind","2070",10.97619
"China","Policy_CI_IPSL","electricity","wind","wind_offshore","2070",1.158796
"China","Policy_CI_IPSL","electricity","wind","wind_storage","2070",0.3560886
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2070",0.0140271
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2070",0.00170278
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2070",0.0036716
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2070",0.000967344
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2070",0.0517071
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2070",0.015564
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2070",0.0282512
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2070",0.0376152
"Taiwan","Policy_CI_IPSL","electricity","coal","coal cogen","2070",0.00125824
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2070",0.15657
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC)","2070",0.284528
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2070",0.00784723
"Taiwan","Policy_CI_IPSL","electricity","gas","gas cogen","2070",0.000383463
"Taiwan","Policy_CI_IPSL","electricity","geothermal","geothermal","2070",0.00309366
"Taiwan","Policy_CI_IPSL","electricity","hydro","hydro","2070",0.0244597
"Taiwan","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2070",0.000354149
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_III","2070",0.274959
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2070",0.00995877
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2070",0.0104806
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2070",0.00589525
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2070",0.000525475
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids cogen","2070",0.0017441
"Taiwan","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2070",0.080153
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP","2070",0.191869
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP_storage","2070",0.478905
"Taiwan","Policy_CI_IPSL","electricity","solar","PV","2070",0.15088177
"Taiwan","Policy_CI_IPSL","electricity","solar","PV_storage","2070",0.0025319
"Taiwan","Policy_CI_IPSL","electricity","wind","wind","2070",0.1514049
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_offshore","2070",0.2522114
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_storage","2070",0.006920189
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2075",0.773156
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2075",0.00514915
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2075",1.17386
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2075",0.00400303
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2075",4.5199
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2075",0.152943
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2075",4.53779
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2075",0.435097
"China","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2075",1.43423
"China","Policy_CI_IPSL","electricity","gas","gas (CC)","2075",0.105129
"China","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2075",0.00267124
"China","Policy_CI_IPSL","electricity","gas","gas cogen","2075",0.000184426
"China","Policy_CI_IPSL","electricity","geothermal","geothermal","2075",0.112928
"China","Policy_CI_IPSL","electricity","hydro","hydro","2075",3.9667
"China","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2075",0.0279083
"China","Policy_CI_IPSL","electricity","nuclear","Gen_III","2075",17.8492
"China","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2075",0
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2075",0.0154618
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2075",0.00160211
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2075",0.000143923
"China","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2075",5.70549
"China","Policy_CI_IPSL","electricity","solar","CSP","2075",0.0935011
"China","Policy_CI_IPSL","electricity","solar","CSP_storage","2075",1.94546
"China","Policy_CI_IPSL","electricity","solar","PV","2075",6.289621
"China","Policy_CI_IPSL","electricity","solar","PV_storage","2075",0.1574786
"China","Policy_CI_IPSL","electricity","wind","wind","2075",9.51336
"China","Policy_CI_IPSL","electricity","wind","wind_offshore","2075",1.157419
"China","Policy_CI_IPSL","electricity","wind","wind_storage","2075",0.336227
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2075",0.0138576
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2075",0.00193579
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2075",0.00346424
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2075",0.00107026
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2075",0.0568363
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2075",0.0170264
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2075",0.0305596
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2075",0.0376743
"Taiwan","Policy_CI_IPSL","electricity","coal","coal cogen","2075",0.00127172
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2075",0.170286
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC)","2075",0.252181
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2075",0.00632671
"Taiwan","Policy_CI_IPSL","electricity","gas","gas cogen","2075",0.000369016
"Taiwan","Policy_CI_IPSL","electricity","geothermal","geothermal","2075",0.00309281
"Taiwan","Policy_CI_IPSL","electricity","hydro","hydro","2075",0.0252203
"Taiwan","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2075",0.000366095
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_III","2075",0.298756
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2075",0
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2075",0.0108256
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2075",0.00734602
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2075",0.000437522
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids cogen","2075",0.00169216
"Taiwan","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2075",0.0767533
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP","2075",0.231851
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP_storage","2075",0.486068
"Taiwan","Policy_CI_IPSL","electricity","solar","PV","2075",0.12098797
"Taiwan","Policy_CI_IPSL","electricity","solar","PV_storage","2075",0.002811106
"Taiwan","Policy_CI_IPSL","electricity","wind","wind","2075",0.1517984
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_offshore","2075",0.2492298
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_storage","2075",0.007859389
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2080",0.796941
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2080",0.00445249
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2080",1.12864
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2080",0.00294735
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2080",4.62596
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2080",0.129103
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2080",4.59247
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2080",0.225874
"China","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2080",1.16444
"China","Policy_CI_IPSL","electricity","gas","gas (CC)","2080",0.066071
"China","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2080",0.00102498
"China","Policy_CI_IPSL","electricity","gas","gas cogen","2080",0.000162634
"China","Policy_CI_IPSL","electricity","geothermal","geothermal","2080",0.112948
"China","Policy_CI_IPSL","electricity","hydro","hydro","2080",4.08294
"China","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2080",0.0267365
"China","Policy_CI_IPSL","electricity","nuclear","Gen_III","2080",17.815
"China","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2080",0
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2080",0.0116958
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2080",0.0011945
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2080",6.57416e-05
"China","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2080",5.5323
"China","Policy_CI_IPSL","electricity","solar","CSP","2080",0.0976064
"China","Policy_CI_IPSL","electricity","solar","CSP_storage","2080",1.65433
"China","Policy_CI_IPSL","electricity","solar","PV","2080",6.109798
"China","Policy_CI_IPSL","electricity","solar","PV_storage","2080",0.1458116
"China","Policy_CI_IPSL","electricity","wind","wind","2080",8.57369
"China","Policy_CI_IPSL","electricity","wind","wind_offshore","2080",1.15478
"China","Policy_CI_IPSL","electricity","wind","wind_storage","2080",0.3086751
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2080",0.015718
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2080",0.00208753
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2080",0.00395473
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2080",0.00102751
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2080",0.063663
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2080",0.0165868
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2080",0.0338737
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2080",0.0205078
"Taiwan","Policy_CI_IPSL","electricity","coal","coal cogen","2080",0.00120554
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2080",0.176589
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC)","2080",0.202043
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2080",0.00444683
"Taiwan","Policy_CI_IPSL","electricity","gas","gas cogen","2080",0.000348918
"Taiwan","Policy_CI_IPSL","electricity","geothermal","geothermal","2080",0.00309235
"Taiwan","Policy_CI_IPSL","electricity","hydro","hydro","2080",0.025981
"Taiwan","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2080",0.000395351
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_III","2080",0.322391
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2080",0
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2080",0.0114007
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2080",0.00812658
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2080",0.000360591
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids cogen","2080",0.00163687
"Taiwan","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2080",0.0684755
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP","2080",0.273808
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP_storage","2080",0.477342
"Taiwan","Policy_CI_IPSL","electricity","solar","PV","2080",0.10551737
"Taiwan","Policy_CI_IPSL","electricity","solar","PV_storage","2080",0.003095353
"Taiwan","Policy_CI_IPSL","electricity","wind","wind","2080",0.1608683
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_offshore","2080",0.2656693
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_storage","2080",0.009007119
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2085",0.839182
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2085",0.00333093
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2085",1.22376
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2085",0.00197381
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2085",4.67478
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2085",0.066496
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2085",4.58549
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2085",0.0975092
"China","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2085",0.983405
"China","Policy_CI_IPSL","electricity","gas","gas (CC)","2085",0.0474724
"China","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2085",0.000500081
"China","Policy_CI_IPSL","electricity","gas","gas cogen","2085",0.000137261
"China","Policy_CI_IPSL","electricity","geothermal","geothermal","2085",0.112976
"China","Policy_CI_IPSL","electricity","hydro","hydro","2085",4.19553
"China","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2085",0.0258316
"China","Policy_CI_IPSL","electricity","nuclear","Gen_III","2085",17.614
"China","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2085",0
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2085",0.00868975
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2085",0.00073479
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2085",3.36099e-05
"China","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2085",5.3593
"China","Policy_CI_IPSL","electricity","solar","CSP","2085",0.0966472
"China","Policy_CI_IPSL","electricity","solar","CSP_storage","2085",1.38053
"China","Policy_CI_IPSL","electricity","solar","PV","2085",5.888802
"China","Policy_CI_IPSL","electricity","solar","PV_storage","2085",0.1302007
"China","Policy_CI_IPSL","electricity","wind","wind","2085",7.803235
"China","Policy_CI_IPSL","electricity","wind","wind_offshore","2085",1.095013
"China","Policy_CI_IPSL","electricity","wind","wind_storage","2085",0.2757691
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2085",0.0194748
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2085",0.00183405
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2085",0.00490743
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2085",0.000814325
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2085",0.0700556
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2085",0.0116931
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2085",0.0367906
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2085",0.0117218
"Taiwan","Policy_CI_IPSL","electricity","coal","coal cogen","2085",0.00104753
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2085",0.185481
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC)","2085",0.16025
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2085",0.0028965
"Taiwan","Policy_CI_IPSL","electricity","gas","gas cogen","2085",0.000317656
"Taiwan","Policy_CI_IPSL","electricity","geothermal","geothermal","2085",0.0030924
"Taiwan","Policy_CI_IPSL","electricity","hydro","hydro","2085",0.0267417
"Taiwan","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2085",0.000429849
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_III","2085",0.343703
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2085",0
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2085",0.0111142
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2085",0.00679725
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2085",0.000266987
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids cogen","2085",0.0015548
"Taiwan","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2085",0.0613984
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP","2085",0.306386
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP_storage","2085",0.472334
"Taiwan","Policy_CI_IPSL","electricity","solar","PV","2085",0.09810687
"Taiwan","Policy_CI_IPSL","electricity","solar","PV_storage","2085",0.003350346
"Taiwan","Policy_CI_IPSL","electricity","wind","wind","2085",0.1707335
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_offshore","2085",0.2739045
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_storage","2085",0.010000769
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2090",0.880243
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2090",0.0026369
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2090",1.32369
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2090",0.0013699
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2090",4.70494
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2090",0.0280855
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2090",4.56132
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2090",0.0265766
"China","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2090",0.791797
"China","Policy_CI_IPSL","electricity","gas","gas (CC)","2090",0.0369508
"China","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2090",0.000316108
"China","Policy_CI_IPSL","electricity","gas","gas cogen","2090",0.000118131
"China","Policy_CI_IPSL","electricity","geothermal","geothermal","2090",0.112981
"China","Policy_CI_IPSL","electricity","hydro","hydro","2090",4.30415
"China","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2090",0.0252747
"China","Policy_CI_IPSL","electricity","nuclear","Gen_III","2090",17.2941
"China","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2090",0
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2090",0.00677969
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2090",0.000561526
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2090",2.12834e-05
"China","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2090",5.20844
"China","Policy_CI_IPSL","electricity","solar","CSP","2090",0.0916391
"China","Policy_CI_IPSL","electricity","solar","CSP_storage","2090",1.11697
"China","Policy_CI_IPSL","electricity","solar","PV","2090",5.593863
"China","Policy_CI_IPSL","electricity","solar","PV_storage","2090",0.1117026
"China","Policy_CI_IPSL","electricity","wind","wind","2090",7.086515
"China","Policy_CI_IPSL","electricity","wind","wind_offshore","2090",0.907369
"China","Policy_CI_IPSL","electricity","wind","wind_storage","2090",0.2388557
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2090",0.0250989
