"region","scenario","output","subsector","technology","year","gen"
"China","Reference_CI_NorESM","electricity","nuclear","Gen_III","2005",0
"China","Reference_CI_NorESM","electricity","nuclear","Gen_II_LWR","2005",0.191116
"China","Reference_CI_NorESM","electricity","refined liquids","refined liquids (CC CCS)","2005",0
"China","Reference_CI_NorESM","electricity","refined liquids","refined liquids (CC)","2005",0
"China","Reference_CI_NorESM","electricity","refined liquids","refined liquids (steam/CT)","2005",0.182675
"China","Reference_CI_NorESM","elect_td_bld","rooftop_pv","rooftop_pv","2005",0
"China","Reference_CI_NorESM","electricity","solar","CSP","2005",0
"China","Reference_CI_NorESM","electricity","solar","CSP_storage","2005",0
"China","Reference_CI_NorESM","electricity","solar","PV","2005",0.000310299
"China","Reference_CI_NorESM","electricity","solar","PV_storage","2005",0
"China","Reference_CI_NorESM","electricity","wind","wind","2005",0.00730148
"China","Reference_CI_NorESM","electricity","wind","wind_offshore","2005",0
"China","Reference_CI_NorESM","electricity","wind","wind_storage","2005",0
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (IGCC CCS)","2005",0
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (IGCC)","2005",0
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (conv CCS)","2005",0
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (conv)","2005",0.0118312
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (IGCC CCS)","2005",0
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (IGCC)","2005",0
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (conv pul CCS)","2005",0
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (conv pul)","2005",0.333203
"Taiwan","Reference_CI_NorESM","electricity","coal","coal cogen","2005",0.116345
"Taiwan","Reference_CI_NorESM","electricity","gas","gas (CC CCS)","2005",0
"Taiwan","Reference_CI_NorESM","electricity","gas","gas (CC)","2005",0.114559
"Taiwan","Reference_CI_NorESM","electricity","gas","gas (steam/CT)","2005",0.0156849
"Taiwan","Reference_CI_NorESM","electricity","gas","gas cogen","2005",0.00285039
"Taiwan","Reference_CI_NorESM","electricity","geothermal","geothermal","2005",0
"Taiwan","Reference_CI_NorESM","electricity","hydro","hydro","2005",0.0143496
"Taiwan","Reference_CI_NorESM","electricity","hydrogen","hydrogen cogen","2005",0
"Taiwan","Reference_CI_NorESM","electricity","nuclear","Gen_III","2005",0
"Taiwan","Reference_CI_NorESM","electricity","nuclear","Gen_II_LWR","2005",0.143918
"Taiwan","Reference_CI_NorESM","electricity","refined liquids","refined liquids (CC CCS)","2005",0
"Taiwan","Reference_CI_NorESM","electricity","refined liquids","refined liquids (CC)","2005",0
"Taiwan","Reference_CI_NorESM","electricity","refined liquids","refined liquids (steam/CT)","2005",0.0395549
"Taiwan","Reference_CI_NorESM","electricity","refined liquids","refined liquids cogen","2005",0.0154824
"Taiwan","Reference_CI_NorESM","elect_td_bld","rooftop_pv","rooftop_pv","2005",0
"Taiwan","Reference_CI_NorESM","electricity","solar","CSP","2005",0
"Taiwan","Reference_CI_NorESM","electricity","solar","CSP_storage","2005",0
"Taiwan","Reference_CI_NorESM","electricity","solar","PV","2005",3.60048e-06
"Taiwan","Reference_CI_NorESM","electricity","solar","PV_storage","2005",0
"Taiwan","Reference_CI_NorESM","electricity","wind","wind","2005",0.000327643
"Taiwan","Reference_CI_NorESM","electricity","wind","wind_offshore","2005",0
"Taiwan","Reference_CI_NorESM","electricity","wind","wind_storage","2005",0
"China","Reference_CI_NorESM","electricity","biomass","biomass (IGCC CCS)","2010",0
"China","Reference_CI_NorESM","electricity","biomass","biomass (IGCC)","2010",0
"China","Reference_CI_NorESM","electricity","biomass","biomass (conv CCS)","2010",0
"China","Reference_CI_NorESM","electricity","biomass","biomass (conv)","2010",0.121906
"China","Reference_CI_NorESM","electricity","coal","coal (IGCC CCS)","2010",0
"China","Reference_CI_NorESM","electricity","coal","coal (IGCC)","2010",0
"China","Reference_CI_NorESM","electricity","coal","coal (conv pul CCS)","2010",0
"China","Reference_CI_NorESM","electricity","coal","coal (conv pul)","2010",11.7486
"China","Reference_CI_NorESM","electricity","gas","gas (CC CCS)","2010",0
"China","Reference_CI_NorESM","electricity","gas","gas (CC)","2010",0
"China","Reference_CI_NorESM","electricity","gas","gas (steam/CT)","2010",0.3329
"China","Reference_CI_NorESM","electricity","gas","gas cogen","2010",0.000331568
"China","Reference_CI_NorESM","electricity","geothermal","geothermal","2010",0.000449999
"China","Reference_CI_NorESM","electricity","hydro","hydro","2010",2.56154
"China","Reference_CI_NorESM","electricity","hydrogen","hydrogen cogen","2010",0
"China","Reference_CI_NorESM","electricity","nuclear","Gen_III","2010",0
"China","Reference_CI_NorESM","electricity","nuclear","Gen_II_LWR","2010",0.265967
"China","Reference_CI_NorESM","electricity","refined liquids","refined liquids (CC CCS)","2010",0
"China","Reference_CI_NorESM","electricity","refined liquids","refined liquids (CC)","2010",0
"China","Reference_CI_NorESM","electricity","refined liquids","refined liquids (steam/CT)","2010",0.0541114
"China","Reference_CI_NorESM","elect_td_bld","rooftop_pv","rooftop_pv","2010",0
"China","Reference_CI_NorESM","electricity","solar","CSP","2010",7.19998e-06
"China","Reference_CI_NorESM","electricity","solar","CSP_storage","2010",0
"China","Reference_CI_NorESM","electricity","solar","PV","2010",0.00252469
"China","Reference_CI_NorESM","electricity","solar","PV_storage","2010",0
"China","Reference_CI_NorESM","electricity","wind","wind","2010",0.160645
"China","Reference_CI_NorESM","electricity","wind","wind_offshore","2010",0
"China","Reference_CI_NorESM","electricity","wind","wind_storage","2010",0
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (IGCC CCS)","2010",0
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (IGCC)","2010",0
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (conv CCS)","2010",0
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (conv)","2010",0.0131472
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (IGCC CCS)","2010",0
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (IGCC)","2010",0
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (conv pul CCS)","2010",0
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (conv pul)","2010",0.340766
"Taiwan","Reference_CI_NorESM","electricity","coal","coal cogen","2010",0.112774
"Taiwan","Reference_CI_NorESM","electricity","gas","gas (CC CCS)","2010",0
"Taiwan","Reference_CI_NorESM","electricity","gas","gas (CC)","2010",0.128459
"Taiwan","Reference_CI_NorESM","electricity","gas","gas (steam/CT)","2010",0.0761689
"Taiwan","Reference_CI_NorESM","electricity","gas","gas cogen","2010",0.001802
"Taiwan","Reference_CI_NorESM","electricity","geothermal","geothermal","2010",0
"Taiwan","Reference_CI_NorESM","electricity","hydro","hydro","2010",0.0150984
"Taiwan","Reference_CI_NorESM","electricity","hydrogen","hydrogen cogen","2010",0
"Taiwan","Reference_CI_NorESM","electricity","nuclear","Gen_III","2010",0
"Taiwan","Reference_CI_NorESM","electricity","nuclear","Gen_II_LWR","2010",0.149865
"Taiwan","Reference_CI_NorESM","electricity","refined liquids","refined liquids (CC CCS)","2010",0
"Taiwan","Reference_CI_NorESM","electricity","refined liquids","refined liquids (CC)","2010",0
"Taiwan","Reference_CI_NorESM","electricity","refined liquids","refined liquids (steam/CT)","2010",0.0298225
"Taiwan","Reference_CI_NorESM","electricity","refined liquids","refined liquids cogen","2010",0.00922986
"Taiwan","Reference_CI_NorESM","elect_td_bld","rooftop_pv","rooftop_pv","2010",0
"Taiwan","Reference_CI_NorESM","electricity","solar","CSP","2010",0
"Taiwan","Reference_CI_NorESM","electricity","solar","CSP_storage","2010",0
"Taiwan","Reference_CI_NorESM","electricity","solar","PV","2010",8.28002e-05
"Taiwan","Reference_CI_NorESM","electricity","solar","PV_storage","2010",0
"Taiwan","Reference_CI_NorESM","electricity","wind","wind","2010",0.00351361
"Taiwan","Reference_CI_NorESM","electricity","wind","wind_offshore","2010",0
"Taiwan","Reference_CI_NorESM","electricity","wind","wind_storage","2010",0
"China","Reference_CI_NorESM","electricity","biomass","biomass (IGCC CCS)","2015",0
"China","Reference_CI_NorESM","electricity","biomass","biomass (IGCC)","2015",0
"China","Reference_CI_NorESM","electricity","biomass","biomass (conv CCS)","2015",0
"China","Reference_CI_NorESM","electricity","biomass","biomass (conv)","2015",0.229424
"China","Reference_CI_NorESM","electricity","coal","coal (IGCC CCS)","2015",0
"China","Reference_CI_NorESM","electricity","coal","coal (IGCC)","2015",0
"China","Reference_CI_NorESM","electricity","coal","coal (conv pul CCS)","2015",0
"China","Reference_CI_NorESM","electricity","coal","coal (conv pul)","2015",14.8819
"China","Reference_CI_NorESM","electricity","gas","gas (CC CCS)","2015",0
"China","Reference_CI_NorESM","electricity","gas","gas (CC)","2015",0.106125
"China","Reference_CI_NorESM","electricity","gas","gas (steam/CT)","2015",0.4634
"China","Reference_CI_NorESM","electricity","gas","gas cogen","2015",0.000364035
"China","Reference_CI_NorESM","electricity","geothermal","geothermal","2015",0.000449999
"China","Reference_CI_NorESM","electricity","hydro","hydro","2015",4.01311
"China","Reference_CI_NorESM","electricity","hydrogen","hydrogen cogen","2015",0
"China","Reference_CI_NorESM","electricity","nuclear","Gen_III","2015",0
"China","Reference_CI_NorESM","electricity","nuclear","Gen_II_LWR","2015",0.614838
"China","Reference_CI_NorESM","electricity","refined liquids","refined liquids (CC CCS)","2015",0
"China","Reference_CI_NorESM","electricity","refined liquids","refined liquids (CC)","2015",0
"China","Reference_CI_NorESM","electricity","refined liquids","refined liquids (steam/CT)","2015",0.035915
"China","Reference_CI_NorESM","elect_td_bld","rooftop_pv","rooftop_pv","2015",0
"China","Reference_CI_NorESM","electricity","solar","CSP","2015",9.71997e-05
"China","Reference_CI_NorESM","electricity","solar","CSP_storage","2015",0
"China","Reference_CI_NorESM","electricity","solar","PV","2015",0.16122
"China","Reference_CI_NorESM","electricity","solar","PV_storage","2015",0
"China","Reference_CI_NorESM","electricity","wind","wind","2015",0.668766
"China","Reference_CI_NorESM","electricity","wind","wind_offshore","2015",0
"China","Reference_CI_NorESM","electricity","wind","wind_storage","2015",0
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (IGCC CCS)","2015",0
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (IGCC)","2015",0
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (conv CCS)","2015",0
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (conv)","2015",0.0135742
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (IGCC CCS)","2015",0
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (IGCC)","2015",0
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (conv pul CCS)","2015",0
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (conv pul)","2015",0.319141
"Taiwan","Reference_CI_NorESM","electricity","coal","coal cogen","2015",0.112628
"Taiwan","Reference_CI_NorESM","electricity","gas","gas (CC CCS)","2015",0
"Taiwan","Reference_CI_NorESM","electricity","gas","gas (CC)","2015",0.232706
"Taiwan","Reference_CI_NorESM","electricity","gas","gas (steam/CT)","2015",0.0401723
"Taiwan","Reference_CI_NorESM","electricity","gas","gas cogen","2015",0.00114617
"Taiwan","Reference_CI_NorESM","electricity","geothermal","geothermal","2015",0
"Taiwan","Reference_CI_NorESM","electricity","hydro","hydro","2015",0.016092
"Taiwan","Reference_CI_NorESM","electricity","hydrogen","hydrogen cogen","2015",0
"Taiwan","Reference_CI_NorESM","electricity","nuclear","Gen_III","2015",0
"Taiwan","Reference_CI_NorESM","electricity","nuclear","Gen_II_LWR","2015",0.131283
"Taiwan","Reference_CI_NorESM","electricity","refined liquids","refined liquids (CC CCS)","2015",0
"Taiwan","Reference_CI_NorESM","electricity","refined liquids","refined liquids (CC)","2015",0
"Taiwan","Reference_CI_NorESM","electricity","refined liquids","refined liquids (steam/CT)","2015",0.0416659
"Taiwan","Reference_CI_NorESM","electricity","refined liquids","refined liquids cogen","2015",0.00400518
"Taiwan","Reference_CI_NorESM","elect_td_bld","rooftop_pv","rooftop_pv","2015",0
"Taiwan","Reference_CI_NorESM","electricity","solar","CSP","2015",0
"Taiwan","Reference_CI_NorESM","electricity","solar","CSP_storage","2015",0
"Taiwan","Reference_CI_NorESM","electricity","solar","PV","2015",0.00315329
"Taiwan","Reference_CI_NorESM","electricity","solar","PV_storage","2015",0
"Taiwan","Reference_CI_NorESM","electricity","wind","wind","2015",0.00548945
"Taiwan","Reference_CI_NorESM","electricity","wind","wind_offshore","2015",0
"Taiwan","Reference_CI_NorESM","electricity","wind","wind_storage","2015",0
"China","Reference_CI_NorESM","electricity","biomass","biomass (IGCC CCS)","2020",0
"China","Reference_CI_NorESM","electricity","biomass","biomass (IGCC)","2020",0
"China","Reference_CI_NorESM","electricity","biomass","biomass (conv CCS)","2020",0
"China","Reference_CI_NorESM","electricity","biomass","biomass (conv)","2020",0.213497
"China","Reference_CI_NorESM","electricity","coal","coal (IGCC CCS)","2020",0
"China","Reference_CI_NorESM","electricity","coal","coal (IGCC)","2020",0
"China","Reference_CI_NorESM","electricity","coal","coal (conv pul CCS)","2020",0
"China","Reference_CI_NorESM","electricity","coal","coal (conv pul)","2020",17.5254
"China","Reference_CI_NorESM","electricity","gas","gas (CC CCS)","2020",0
"China","Reference_CI_NorESM","electricity","gas","gas (CC)","2020",0.205294
"China","Reference_CI_NorESM","electricity","gas","gas (steam/CT)","2020",0.382661
"China","Reference_CI_NorESM","electricity","gas","gas cogen","2020",0.000619576
"China","Reference_CI_NorESM","electricity","geothermal","geothermal","2020",0.0661592
"China","Reference_CI_NorESM","electricity","hydro","hydro","2020",2.75473
"China","Reference_CI_NorESM","electricity","hydrogen","hydrogen cogen","2020",0.00134038
"China","Reference_CI_NorESM","electricity","nuclear","Gen_III","2020",0.461267
"China","Reference_CI_NorESM","electricity","nuclear","Gen_II_LWR","2020",0.568198
"China","Reference_CI_NorESM","electricity","refined liquids","refined liquids (CC CCS)","2020",0
"China","Reference_CI_NorESM","electricity","refined liquids","refined liquids (CC)","2020",0.00598432
"China","Reference_CI_NorESM","electricity","refined liquids","refined liquids (steam/CT)","2020",0.0182543
"China","Reference_CI_NorESM","elect_td_bld","rooftop_pv","rooftop_pv","2020",0.0590939
"China","Reference_CI_NorESM","electricity","solar","CSP","2020",0.000214083
"China","Reference_CI_NorESM","electricity","solar","CSP_storage","2020",0
"China","Reference_CI_NorESM","electricity","solar","PV","2020",0.391814
"China","Reference_CI_NorESM","electricity","solar","PV_storage","2020",0.000140896
"China","Reference_CI_NorESM","electricity","wind","wind","2020",1.147764
"China","Reference_CI_NorESM","electricity","wind","wind_offshore","2020",0.0011985
"China","Reference_CI_NorESM","electricity","wind","wind_storage","2020",0.000883197
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (IGCC CCS)","2020",0
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (IGCC)","2020",0
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (conv CCS)","2020",0
"Taiwan","Reference_CI_NorESM","electricity","biomass","biomass (conv)","2020",0.016133
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (IGCC CCS)","2020",0
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (IGCC)","2020",0
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (conv pul CCS)","2020",0
"Taiwan","Reference_CI_NorESM","electricity","coal","coal (conv pul)","2020",0.488622
"Taiwan","Reference_CI_NorESM","electricity","coal","coal cogen","2020",0.0679572
"Taiwan","Reference_CI_NorESM","electricity","gas","gas (CC CCS)","2020",0
"Taiwan","Reference_CI_NorESM","electricity","gas","gas (CC)","2020",0.356693
"Taiwan","Reference_CI_NorESM","electricity","gas","gas (steam/CT)","2020",0.0539912
"Taiwan","Reference_CI_NorESM","electricity","gas","gas cogen","2020",0.00115195
"Taiwan","Reference_CI_NorESM","electricity","geothermal","geothermal","2020",0.00251927
"Taiwan","Reference_CI_NorESM","electricity","hydro","hydro","2020",0.0168527
"Taiwan","Reference_CI_NorESM","electricity","hydrogen","hydrogen cogen","2020",1.61082e-05
