region,scenario,sector,subsector,technology,year,cost
Taiwan,Reference,electricity,gas,gas (CC CCS),2040,7.77255
Taiwan,Reference,electricity,gas,gas (CC),2040,5.43992
Taiwan,Reference,electricity,gas,gas (steam/CT),2040,7.84069
Taiwan,Reference,electricity,geothermal,geothermal,2040,16.6735
Taiwan,Reference,electricity,nuclear,Gen_III,2040,9.26671
Taiwan,Reference,electricity,nuclear,Gen_II_LWR,2040,9.93954
Taiwan,Reference,electricity,refined liquids,refined liquids (CC CCS),2040,16.4161
Taiwan,Reference,electricity,refined liquids,refined liquids (CC),2040,12.7705
Taiwan,Reference,electricity,refined liquids,refined liquids (steam/CT),2040,19.0417
Taiwan,Reference,electricity,solar,CSP,2040,7.35472
Taiwan,Reference,electricity,solar,CSP_storage,2040,7.54612
Taiwan,Reference,electricity,solar,PV,2040,5.8369
Taiwan,Reference,electricity,solar,PV_storage,2040,19.719
Taiwan,Reference,electricity,wind,wind,2040,6.74906
Taiwan,Reference,electricity,wind,wind_offshore,2040,8.09234
Taiwan,Reference,electricity,wind,wind_storage,2040,14.4674
China,Reference,elect_td_bld,rooftop_pv,rooftop_pv,2045,11.9805
China,Reference,electricity,biomass,biomass (IGCC CCS),2045,17.2788
China,Reference,electricity,biomass,biomass (IGCC),2045,16.007
China,Reference,electricity,biomass,biomass (conv CCS),2045,17.028
China,Reference,electricity,biomass,biomass (conv),2045,14.8614
China,Reference,electricity,coal,coal (IGCC CCS),2045,11.3691
China,Reference,electricity,coal,coal (IGCC),2045,9.84339
China,Reference,electricity,coal,coal (conv pul CCS),2045,11.3461
China,Reference,electricity,coal,coal (conv pul),2045,9.37426
China,Reference,electricity,gas,gas (CC CCS),2045,8.28782
China,Reference,electricity,gas,gas (CC),2045,6.69566
China,Reference,electricity,gas,gas (steam/CT),2045,9.727
China,Reference,electricity,geothermal,geothermal,2045,17.6826
China,Reference,electricity,nuclear,Gen_III,2045,9.24579
China,Reference,electricity,nuclear,Gen_II_LWR,2045,10.0239
China,Reference,electricity,refined liquids,refined liquids (CC CCS),2045,15.9708
China,Reference,electricity,refined liquids,refined liquids (CC),2045,13.5183
China,Reference,electricity,refined liquids,refined liquids (steam/CT),2045,20.1521
China,Reference,electricity,solar,CSP,2045,12.5919
China,Reference,electricity,solar,CSP_storage,2045,9.19184
China,Reference,electricity,solar,PV,2045,6.18973
China,Reference,electricity,solar,PV_storage,2045,14.9856
China,Reference,electricity,wind,wind,2045,5.77299
China,Reference,electricity,wind,wind_offshore,2045,8.4648
China,Reference,electricity,wind,wind_storage,2045,11.9569
Taiwan,Reference,elect_td_bld,rooftop_pv,rooftop_pv,2045,12.091
Taiwan,Reference,electricity,biomass,biomass (IGCC CCS),2045,19.468
Taiwan,Reference,electricity,biomass,biomass (IGCC),2045,16.3682
Taiwan,Reference,electricity,biomass,biomass (conv CCS),2045,20.137
Taiwan,Reference,electricity,biomass,biomass (conv),2045,15.5201
Taiwan,Reference,electricity,coal,coal (IGCC CCS),2045,13.0707
Taiwan,Reference,electricity,coal,coal (IGCC),2045,9.79843
Taiwan,Reference,electricity,coal,coal (conv pul CCS),2045,13.3465
Taiwan,Reference,electricity,coal,coal (conv pul),2045,9.32544
Taiwan,Reference,electricity,gas,gas (CC CCS),2045,7.95475
Taiwan,Reference,electricity,gas,gas (CC),2045,5.71761
Taiwan,Reference,electricity,gas,gas (steam/CT),2045,8.257
Taiwan,Reference,electricity,geothermal,geothermal,2045,17.7047
Taiwan,Reference,electricity,nuclear,Gen_III,2045,9.20848
Taiwan,Reference,electricity,nuclear,Gen_II_LWR,2045,9.98658
Taiwan,Reference,electricity,refined liquids,refined liquids (CC CCS),2045,16.6736
Taiwan,Reference,electricity,refined liquids,refined liquids (CC),2045,13.2553
Taiwan,Reference,electricity,refined liquids,refined liquids (steam/CT),2045,19.7856
Taiwan,Reference,electricity,solar,CSP,2045,6.99186
Taiwan,Reference,electricity,solar,CSP_storage,2045,7.09712
Taiwan,Reference,electricity,solar,PV,2045,5.92644
Taiwan,Reference,electricity,solar,PV_storage,2045,17.9776
Taiwan,Reference,electricity,wind,wind,2045,6.78589
Taiwan,Reference,electricity,wind,wind_offshore,2045,7.611
Taiwan,Reference,electricity,wind,wind_storage,2045,13.778
China,Reference,elect_td_bld,rooftop_pv,rooftop_pv,2050,12.313
China,Reference,electricity,biomass,biomass (IGCC CCS),2050,16.823
China,Reference,electricity,biomass,biomass (IGCC),2050,16.5304
China,Reference,electricity,biomass,biomass (conv CCS),2050,16.6542
China,Reference,electricity,biomass,biomass (conv),2050,15.6744
China,Reference,electricity,coal,coal (IGCC CCS),2050,11.2751
China,Reference,electricity,coal,coal (IGCC),2050,10.6279
China,Reference,electricity,coal,coal (conv pul CCS),2050,11.3637
China,Reference,electricity,coal,coal (conv pul),2050,10.2624
China,Reference,electricity,gas,gas (CC CCS),2050,8.15791
China,Reference,electricity,gas,gas (CC),2050,6.96534
China,Reference,electricity,gas,gas (steam/CT),2050,10.1146
China,Reference,electricity,geothermal,geothermal,2050,17.8121
China,Reference,electricity,nuclear,Gen_III,2050,9.19943
China,Reference,electricity,nuclear,Gen_II_LWR,2050,10.0782
China,Reference,electricity,refined liquids,refined liquids (CC CCS),2050,15.671
China,Reference,electricity,refined liquids,refined liquids (CC),2050,13.8475
China,Reference,electricity,refined liquids,refined liquids (steam/CT),2050,20.5813
China,Reference,electricity,solar,CSP,2050,12.7097
China,Reference,electricity,solar,CSP_storage,2050,8.79121
China,Reference,electricity,solar,PV,2050,6.60178
China,Reference,electricity,solar,PV_storage,2050,13.9329
China,Reference,electricity,wind,wind,2050,5.77267
China,Reference,electricity,wind,wind_offshore,2050,8.25841
China,Reference,electricity,wind,wind_storage,2050,11.408
Taiwan,Reference,elect_td_bld,rooftop_pv,rooftop_pv,2050,12.4172
Taiwan,Reference,electricity,biomass,biomass (IGCC CCS),2050,20.0331
Taiwan,Reference,electricity,biomass,biomass (IGCC),2050,17.0017
Taiwan,Reference,electricity,biomass,biomass (conv CCS),2050,21.1021
Taiwan,Reference,electricity,biomass,biomass (conv),2050,16.4822
Taiwan,Reference,electricity,coal,coal (IGCC CCS),2050,13.8294
Taiwan,Reference,electricity,coal,coal (IGCC),2050,10.5537
Taiwan,Reference,electricity,coal,coal (conv pul CCS),2050,14.3256
Taiwan,Reference,electricity,coal,coal (conv pul),2050,10.1826
Taiwan,Reference,electricity,gas,gas (CC CCS),2050,8.25329
Taiwan,Reference,electricity,gas,gas (CC),2050,6.0402
Taiwan,Reference,electricity,gas,gas (steam/CT),2050,8.72621
Taiwan,Reference,electricity,geothermal,geothermal,2050,18.2011
Taiwan,Reference,electricity,nuclear,Gen_III,2050,9.16079
Taiwan,Reference,electricity,nuclear,Gen_II_LWR,2050,10.0396
Taiwan,Reference,electricity,refined liquids,refined liquids (CC CCS),2050,16.9593
Taiwan,Reference,electricity,refined liquids,refined liquids (CC),2050,13.6519
Taiwan,Reference,electricity,refined liquids,refined liquids (steam/CT),2050,20.3196
Taiwan,Reference,electricity,solar,CSP,2050,6.7619
Taiwan,Reference,electricity,solar,CSP_storage,2050,6.78724
Taiwan,Reference,electricity,solar,PV,2050,6.15382
Taiwan,Reference,electricity,solar,PV_storage,2050,16.7147
Taiwan,Reference,electricity,wind,wind,2050,6.76772
Taiwan,Reference,electricity,wind,wind_offshore,2050,7.26477
Taiwan,Reference,electricity,wind,wind_storage,2050,13.1983
China,Reference,elect_td_bld,rooftop_pv,rooftop_pv,2055,12.4174
China,Reference,electricity,biomass,biomass (IGCC CCS),2055,16.3335
China,Reference,electricity,biomass,biomass (IGCC),2055,16.991
China,Reference,electricity,biomass,biomass (conv CCS),2055,16.2113
China,Reference,electricity,biomass,biomass (conv),2055,16.406
China,Reference,electricity,coal,coal (IGCC CCS),2055,11.1662
China,Reference,electricity,coal,coal (IGCC),2055,11.3753
China,Reference,electricity,coal,coal (conv pul CCS),2055,11.3361
China,Reference,electricity,coal,coal (conv pul),2055,11.096
China,Reference,electricity,gas,gas (CC CCS),2055,8.00097
China,Reference,electricity,gas,gas (CC),2055,7.19003
China,Reference,electricity,gas,gas (steam/CT),2055,10.4187
China,Reference,electricity,geothermal,geothermal,2055,18.3735
China,Reference,electricity,nuclear,Gen_III,2055,9.16206
China,Reference,electricity,nuclear,Gen_II_LWR,2055,10.137
China,Reference,electricity,refined liquids,refined liquids (CC CCS),2055,15.3695
China,Reference,electricity,refined liquids,refined liquids (CC),2055,14.1225
China,Reference,electricity,refined liquids,refined liquids (steam/CT),2055,20.9633
China,Reference,electricity,solar,CSP,2055,12.7736
China,Reference,electricity,solar,CSP_storage,2055,8.50417
China,Reference,electricity,solar,PV,2055,6.83668
China,Reference,electricity,solar,PV_storage,2055,13.1814
China,Reference,electricity,wind,wind,2055,5.80866
China,Reference,electricity,wind,wind_offshore,2055,8.20217
China,Reference,electricity,wind,wind_storage,2055,10.9872
Taiwan,Reference,elect_td_bld,rooftop_pv,rooftop_pv,2055,12.6877
Taiwan,Reference,electricity,biomass,biomass (IGCC CCS),2055,20.455
Taiwan,Reference,electricity,biomass,biomass (IGCC),2055,17.4995
Taiwan,Reference,electricity,biomass,biomass (conv CCS),2055,21.8629
Taiwan,Reference,electricity,biomass,biomass (conv),2055,17.2767
Taiwan,Reference,electricity,coal,coal (IGCC CCS),2055,14.5353
Taiwan,Reference,electricity,coal,coal (IGCC),2055,11.2639
Taiwan,Reference,electricity,coal,coal (conv pul CCS),2055,15.2125
Taiwan,Reference,electricity,coal,coal (conv pul),2055,10.9781
Taiwan,Reference,electricity,gas,gas (CC CCS),2055,8.56062
Taiwan,Reference,electricity,gas,gas (CC),2055,6.3639
Taiwan,Reference,electricity,gas,gas (steam/CT),2055,9.1823
Taiwan,Reference,electricity,geothermal,geothermal,2055,18.8364
Taiwan,Reference,electricity,nuclear,Gen_III,2055,9.12378
Taiwan,Reference,electricity,nuclear,Gen_II_LWR,2055,10.0987
Taiwan,Reference,electricity,refined liquids,refined liquids (CC CCS),2055,17.2161
Taiwan,Reference,electricity,refined liquids,refined liquids (CC),2055,13.9833
Taiwan,Reference,electricity,refined liquids,refined liquids (steam/CT),2055,20.7854
Taiwan,Reference,electricity,solar,CSP,2055,6.62104
Taiwan,Reference,electricity,solar,CSP_storage,2055,6.56589
Taiwan,Reference,electricity,solar,PV,2055,6.39971
Taiwan,Reference,electricity,solar,PV_storage,2055,15.8131
Taiwan,Reference,electricity,wind,wind,2055,6.83662
Taiwan,Reference,electricity,wind,wind_offshore,2055,7.03239
Taiwan,Reference,electricity,wind,wind_storage,2055,12.8296
China,Reference,elect_td_bld,rooftop_pv,rooftop_pv,2060,12.3867
China,Reference,electricity,biomass,biomass (IGCC CCS),2060,15.7742
China,Reference,electricity,biomass,biomass (IGCC),2060,17.3341
China,Reference,electricity,biomass,biomass (conv CCS),2060,15.6507
China,Reference,electricity,biomass,biomass (conv),2060,16.9478
China,Reference,electricity,coal,coal (IGCC CCS),2060,11.0407
China,Reference,electricity,coal,coal (IGCC),2060,12.0768
China,Reference,electricity,coal,coal (conv pul CCS),2060,11.2778
China,Reference,electricity,coal,coal (conv pul),2060,11.8792
China,Reference,electricity,gas,gas (CC CCS),2060,7.82492
China,Reference,electricity,gas,gas (CC),2060,7.37398
China,Reference,electricity,gas,gas (steam/CT),2060,10.6892
China,Reference,electricity,geothermal,geothermal,2060,18.6202
China,Reference,electricity,nuclear,Gen_III,2060,9.11719
China,Reference,electricity,nuclear,Gen_II_LWR,2060,10.1882
China,Reference,electricity,refined liquids,refined liquids (CC CCS),2060,15.1373
China,Reference,electricity,refined liquids,refined liquids (CC),2060,14.4441
China,Reference,electricity,refined liquids,refined liquids (steam/CT),2060,21.3864
China,Reference,electricity,solar,CSP,2060,12.7333
China,Reference,electricity,solar,CSP_storage,2060,8.31638
China,Reference,electricity,solar,PV,2060,6.94051
China,Reference,electricity,solar,PV_storage,2060,12.6161
China,Reference,electricity,wind,wind,2060,5.87244
China,Reference,electricity,wind,wind_offshore,2060,8.23377
China,Reference,electricity,wind,wind_storage,2060,10.6776
Taiwan,Reference,elect_td_bld,rooftop_pv,rooftop_pv,2060,12.936
Taiwan,Reference,electricity,biomass,biomass (IGCC CCS),2060,20.5471
Taiwan,Reference,electricity,biomass,biomass (IGCC),2060,17.8477
Taiwan,Reference,electricity,biomass,biomass (conv CCS),2060,22.1306
Taiwan,Reference,electricity,biomass,biomass (conv),2060,17.8313
Taiwan,Reference,electricity,coal,coal (IGCC CCS),2060,15.0063
Taiwan,Reference,electricity,coal,coal (IGCC),2060,11.9278
Taiwan,Reference,electricity,coal,coal (conv pul CCS),2060,15.8233
Taiwan,Reference,electricity,coal,coal (conv pul),2060,11.7207
Taiwan,Reference,electricity,gas,gas (CC CCS),2060,8.7689
Taiwan,Reference,electricity,gas,gas (CC),2060,6.65745
Taiwan,Reference,electricity,gas,gas (steam/CT),2060,9.6145
Taiwan,Reference,electricity,geothermal,geothermal,2060,19.9461
Taiwan,Reference,electricity,nuclear,Gen_III,2060,9.07756
Taiwan,Reference,electricity,nuclear,Gen_II_LWR,2060,10.1486
Taiwan,Reference,electricity,refined liquids,refined liquids (CC CCS),2060,17.401
Taiwan,Reference,electricity,refined liquids,refined liquids (CC),2060,14.3501
Taiwan,Reference,electricity,refined liquids,refined liquids (steam/CT),2060,21.2786
Taiwan,Reference,electricity,solar,CSP,2060,6.52178
Taiwan,Reference,electricity,solar,CSP_storage,2060,6.42043
Taiwan,Reference,electricity,solar,PV,2060,6.70767
Taiwan,Reference,electricity,solar,PV_storage,2060,15.1349
Taiwan,Reference,electricity,wind,wind,2060,7.02156
Taiwan,Reference,electricity,wind,wind_offshore,2060,6.92411
Taiwan,Reference,electricity,wind,wind_storage,2060,12.6817
China,Reference,elect_td_bld,rooftop_pv,rooftop_pv,2065,12.2972
China,Reference,electricity,biomass,biomass (IGCC CCS),2065,15.2416
China,Reference,electricity,biomass,biomass (IGCC),2065,17.6606
China,Reference,electricity,biomass,biomass (conv CCS),2065,15.1025
China,Reference,electricity,biomass,biomass (conv),2065,17.4564
China,Reference,electricity,coal,coal (IGCC CCS),2065,10.9209
China,Reference,electricity,coal,coal (IGCC),2065,12.7281
China,Reference,electricity,coal,coal (conv pul CCS),2065,11.1931
China,Reference,electricity,coal,coal (conv pul),2065,12.6033
China,Reference,electricity,gas,gas (CC CCS),2065,7.67758
China,Reference,electricity,gas,gas (CC),2065,7.57045
China,Reference,electricity,gas,gas (steam/CT),2065,10.9616
China,Reference,electricity,geothermal,geothermal,2065,18.6669
China,Reference,electricity,nuclear,Gen_III,2065,9.07278
China,Reference,electricity,nuclear,Gen_II_LWR,2065,10.2307
China,Reference,electricity,refined liquids,refined liquids (CC CCS),2065,14.9706
China,Reference,electricity,refined liquids,refined liquids (CC),2065,14.7909
China,Reference,electricity,refined liquids,refined liquids (steam/CT),2065,21.8641
China,Reference,electricity,solar,CSP,2065,12.664
China,Reference,electricity,solar,CSP_storage,2065,8.1768
China,Reference,electricity,solar,PV,2065,6.94823
China,Reference,electricity,solar,PV_storage,2065,12.2172
China,Reference,electricity,wind,wind,2065,5.94586
China,Reference,electricity,wind,wind_offshore,2065,8.27359
China,Reference,electricity,wind,wind_storage,2065,10.4197
Taiwan,Reference,elect_td_bld,rooftop_pv,rooftop_pv,2065,13.4175
Taiwan,Reference,electricity,biomass,biomass (IGCC CCS),2065,20.5576
Taiwan,Reference,electricity,biomass,biomass (IGCC),2065,18.1925
Taiwan,Reference,electricity,biomass,biomass (conv CCS),2065,22.2769
Taiwan,Reference,electricity,biomass,biomass (conv),2065,18.373
Taiwan,Reference,electricity,coal,coal (IGCC CCS),2065,15.3757
Taiwan,Reference,electricity,coal,coal (IGCC),2065,12.5529
Taiwan,Reference,electricity,coal,coal (conv pul CCS),2065,16.2815
Taiwan,Reference,electricity,coal,coal (conv pul),2065,12.4175
Taiwan,Reference,electricity,gas,gas (CC CCS),2065,8.95191
Taiwan,Reference,electricity,gas,gas (CC),2065,6.95803
Taiwan,Reference,electricity,gas,gas (steam/CT),2065,10.0441
Taiwan,Reference,electricity,geothermal,geothermal,2065,23.4999
Taiwan,Reference,electricity,nuclear,Gen_III,2065,9.03356
Taiwan,Reference,electricity,nuclear,Gen_II_LWR,2065,10.1915
Taiwan,Reference,electricity,refined liquids,refined liquids (CC CCS),2065,17.5864
Taiwan,Reference,electricity,refined liquids,refined liquids (CC),2065,14.7413
Taiwan,Reference,electricity,refined liquids,refined liquids (steam/CT),2065,21.8219
Taiwan,Reference,electricity,solar,CSP,2065,6.47256
Taiwan,Reference,electricity,solar,CSP_storage,2065,6.31292
Taiwan,Reference,electricity,solar,PV,2065,7.24095
Taiwan,Reference,electricity,solar,PV_storage,2065,14.6564
Taiwan,Reference,electricity,wind,wind,2065,7.52628
Taiwan,Reference,electricity,wind,wind_offshore,2065,7.02119
Taiwan,Reference,electricity,wind,wind_storage,2065,12.8647
China,Reference,elect_td_bld,rooftop_pv,rooftop_pv,2070,12.2159
China,Reference,electricity,biomass,biomass (IGCC CCS),2070,14.8309
China,Reference,electricity,biomass,biomass (IGCC),2070,18.0373
China,Reference,electricity,biomass,biomass (conv CCS),2070,14.7084
China,Reference,electricity,biomass,biomass (conv),2070,18.014
China,Reference,electricity,coal,coal (IGCC CCS),2070,10.858
China,Reference,electricity,coal,coal (IGCC),2070,13.3846
China,Reference,electricity,coal,coal (conv pul CCS),2070,11.1631
China,Reference,electricity,coal,coal (conv pul),2070,13.3184
China,Reference,electricity,gas,gas (CC CCS),2070,7.56516
China,Reference,electricity,gas,gas (CC),2070,7.77802
China,Reference,electricity,gas,gas (steam/CT),2070,11.2329
China,Reference,electricity,geothermal,geothermal,2070,18.776
China,Reference,electricity,nuclear,Gen_III,2070,9.03661
China,Reference,electricity,nuclear,Gen_II_LWR,2070,10.2769
China,Reference,electricity,refined liquids,refined liquids (CC CCS),2070,14.8954
